household_id,cluster,cluster_name,r_score,f_score,m_score,rfm_code,has_demographics
1,3,Loyal Actives,5,3,4,534,True
2,2,Declining,1,2,3,123,False
3,3,Loyal Actives,2,2,3,223,False
4,2,Declining,2,2,2,222,False
5,2,Declining,1,2,1,121,False
6,3,Loyal Actives,5,5,5,555,False
7,3,Loyal Actives,3,2,4,324,True
8,3,Loyal Actives,4,4,5,445,True
9,2,Declining,3,1,2,312,False
11,1,Truly Lapsed,1,1,1,111,False
12,1,Truly Lapsed,1,1,1,111,False
13,0,Champions,5,5,5,555,True
14,0,Champions,5,4,4,544,False
15,3,Loyal Actives,3,3,2,332,False
16,3,Loyal Actives,4,3,2,432,True
17,0,Champions,2,3,4,234,True
18,3,Loyal Actives,5,5,5,555,True
19,3,Loyal Actives,5,5,5,555,True
20,0,Champions,4,5,5,455,True
21,2,Declining,1,2,2,122,False
22,0,Champions,5,4,5,545,True
23,3,Loyal Actives,5,4,3,543,False
24,2,Declining,4,2,1,421,False
25,3,Loyal Actives,4,4,4,444,True
26,3,Loyal Actives,3,3,3,333,False
27,3,Loyal Actives,5,5,5,555,True
28,3,Loyal Actives,3,4,3,343,False
29,3,Loyal Actives,5,3,2,532,False
30,0,Champions,3,1,1,311,False
31,0,Champions,5,3,4,534,True
32,3,Loyal Actives,4,3,3,433,False
33,3,Loyal Actives,5,3,2,532,False
34,2,Declining,2,2,1,221,False
35,0,Champions,2,3,2,232,False
36,3,Loyal Actives,4,5,4,454,False
37,2,Declining,4,3,4,434,False
38,2,Declining,1,1,1,111,False
39,3,Loyal Actives,3,2,4,324,True
40,0,Champions,4,5,5,455,True
41,3,Loyal Actives,4,3,4,434,False
42,3,Loyal Actives,4,3,3,433,True
43,0,Champions,3,4,2,342,True
44,2,Declining,2,2,2,222,False
45,2,Declining,1,2,1,121,False
46,3,Loyal Actives,5,5,5,555,True
47,3,Loyal Actives,4,4,3,443,False
48,2,Declining,2,3,2,232,True
49,0,Champions,5,4,5,545,True
50,1,Truly Lapsed,1,1,1,111,False
51,3,Loyal Actives,2,3,4,234,False
52,3,Loyal Actives,5,4,5,545,True
53,0,Champions,2,3,3,233,False
54,1,Truly Lapsed,1,1,1,111,False
55,3,Loyal Actives,4,4,2,442,True
56,3,Loyal Actives,4,5,5,455,True
57,3,Loyal Actives,3,5,4,354,True
58,0,Champions,5,5,5,555,True
59,3,Loyal Actives,3,2,3,323,False
60,1,Truly Lapsed,4,1,1,411,False
61,1,Truly Lapsed,1,1,1,111,False
62,2,Declining,2,2,1,221,False
63,2,Declining,1,1,1,111,False
64,3,Loyal Actives,5,5,4,554,False
65,3,Loyal Actives,3,4,3,343,False
66,2,Declining,1,1,1,111,False
67,3,Loyal Actives,4,5,5,455,True
68,0,Champions,5,5,5,555,False
69,3,Loyal Actives,3,5,5,355,False
70,2,Declining,5,2,1,521,False
71,2,Declining,4,3,3,433,True
72,3,Loyal Actives,3,3,5,335,False
73,0,Champions,5,5,4,554,False
74,3,Loyal Actives,3,4,3,343,True
75,2,Declining,2,3,2,232,False
76,2,Declining,5,1,1,511,False
77,3,Loyal Actives,3,3,4,334,True
78,3,Loyal Actives,4,5,4,454,True
79,3,Loyal Actives,3,5,4,354,False
80,3,Loyal Actives,5,4,4,544,True
81,3,Loyal Actives,2,4,3,243,False
82,2,Declining,4,2,1,421,False
83,3,Loyal Actives,3,4,2,342,False
84,3,Loyal Actives,3,3,2,332,False
85,3,Loyal Actives,5,5,4,554,True
86,2,Declining,2,2,4,224,True
87,2,Declining,3,2,2,322,False
88,3,Loyal Actives,3,5,5,355,False
89,2,Declining,2,1,1,211,False
90,1,Truly Lapsed,1,1,1,111,False
91,0,Champions,5,5,4,554,False
92,3,Loyal Actives,2,3,3,233,False
93,2,Declining,1,3,4,134,False
94,0,Champions,2,2,1,221,False
95,3,Loyal Actives,5,5,5,555,False
96,1,Truly Lapsed,1,1,1,111,False
97,0,Champions,5,5,5,555,True
98,3,Loyal Actives,4,5,4,454,True
99,3,Loyal Actives,3,5,5,355,False
100,0,Champions,1,2,3,123,False
101,0,Champions,5,5,5,555,True
103,2,Declining,2,1,1,211,False
104,3,Loyal Actives,5,4,5,545,True
105,3,Loyal Actives,3,4,4,344,True
106,0,Champions,5,3,3,533,False
107,2,Declining,1,1,1,111,False
108,3,Loyal Actives,3,3,3,333,False
109,3,Loyal Actives,2,4,4,244,True
110,0,Champions,2,4,4,244,True
111,3,Loyal Actives,5,2,2,522,False
112,0,Champions,3,3,3,333,False
113,0,Champions,4,5,5,455,True
114,3,Loyal Actives,2,3,3,233,True
115,0,Champions,4,5,5,455,False
116,3,Loyal Actives,4,3,2,432,False
117,3,Loyal Actives,4,3,3,433,True
118,3,Loyal Actives,3,3,4,334,True
119,3,Loyal Actives,5,3,4,534,True
120,1,Truly Lapsed,1,1,1,111,False
121,3,Loyal Actives,2,4,3,243,True
122,2,Declining,2,3,2,232,False
123,3,Loyal Actives,4,4,4,444,True
124,2,Declining,5,2,1,521,False
125,0,Champions,4,5,5,455,False
126,2,Declining,1,1,1,111,False
127,0,Champions,4,5,5,455,True
128,3,Loyal Actives,5,2,2,522,False
129,2,Declining,2,2,2,222,False
130,1,Truly Lapsed,1,1,1,111,False
131,3,Loyal Actives,5,5,4,554,True
132,3,Loyal Actives,2,4,3,243,False
133,3,Loyal Actives,3,3,4,334,True
134,3,Loyal Actives,2,3,4,234,True
135,3,Loyal Actives,4,3,1,431,False
136,3,Loyal Actives,1,3,4,134,True
137,2,Declining,2,2,1,221,False
138,3,Loyal Actives,2,3,4,234,False
139,3,Loyal Actives,3,4,4,344,True
140,2,Declining,2,3,2,232,False
141,2,Declining,1,2,1,121,False
142,3,Loyal Actives,4,4,3,443,False
143,0,Champions,2,5,5,255,False
144,3,Loyal Actives,5,3,3,533,False
145,2,Declining,1,2,2,122,False
146,2,Declining,1,2,2,122,False
147,2,Declining,3,1,2,312,False
148,2,Declining,2,2,2,222,False
149,0,Champions,4,5,5,455,True
150,2,Declining,1,1,1,111,False
151,2,Declining,2,2,2,222,False
152,2,Declining,2,2,2,222,False
153,2,Declining,2,3,3,233,False
154,2,Declining,2,1,1,211,False
155,3,Loyal Actives,4,2,3,423,True
156,0,Champions,5,5,4,554,False
157,3,Loyal Actives,1,4,3,143,True
158,3,Loyal Actives,3,5,3,353,True
159,3,Loyal Actives,3,3,3,333,True
160,3,Loyal Actives,4,2,2,422,False
161,3,Loyal Actives,5,5,5,555,True
162,3,Loyal Actives,5,3,4,534,False
163,1,Truly Lapsed,1,1,1,111,False
164,3,Loyal Actives,5,4,4,544,True
165,0,Champions,5,5,3,553,True
166,3,Loyal Actives,5,4,4,544,True
167,2,Declining,1,1,2,112,False
168,0,Champions,1,2,1,121,False
169,0,Champions,1,1,1,111,False
170,2,Declining,1,2,3,123,True
171,2,Declining,2,2,2,222,False
172,0,Champions,3,5,3,353,False
173,1,Truly Lapsed,1,1,1,111,False
174,1,Truly Lapsed,1,1,2,112,False
175,2,Declining,2,3,3,233,False
176,0,Champions,1,1,2,112,False
177,3,Loyal Actives,3,3,3,333,False
178,2,Declining,5,4,3,543,True
179,2,Declining,1,2,1,121,False
180,3,Loyal Actives,5,3,3,533,False
181,1,Truly Lapsed,1,1,2,112,False
182,2,Declining,2,2,2,222,False
183,3,Loyal Actives,5,4,2,542,False
184,0,Champions,5,5,5,555,True
185,3,Loyal Actives,5,3,3,533,False
187,2,Declining,2,2,1,221,False
188,2,Declining,1,2,3,123,False
189,0,Champions,2,2,2,222,False
190,2,Declining,1,1,2,112,False
191,2,Declining,2,2,1,221,False
192,3,Loyal Actives,3,3,4,334,True
193,0,Champions,3,4,4,344,True
194,3,Loyal Actives,4,2,2,422,False
195,0,Champions,1,3,4,134,False
196,3,Loyal Actives,5,5,5,555,False
197,3,Loyal Actives,2,3,3,233,False
198,3,Loyal Actives,4,5,5,455,True
199,2,Declining,2,2,1,221,False
200,1,Truly Lapsed,2,4,2,242,False
201,3,Loyal Actives,4,3,3,433,True
202,2,Declining,1,1,1,111,False
203,0,Champions,1,2,2,122,False
204,2,Declining,2,2,1,221,False
205,3,Loyal Actives,5,4,4,544,False
207,2,Declining,2,1,2,212,False
208,3,Loyal Actives,4,4,4,444,True
209,0,Champions,3,5,5,355,True
210,3,Loyal Actives,5,5,4,554,False
211,3,Loyal Actives,4,4,3,443,True
212,3,Loyal Actives,3,4,4,344,True
213,2,Declining,1,1,1,111,False
214,3,Loyal Actives,5,4,4,544,True
215,3,Loyal Actives,4,4,3,443,False
216,3,Loyal Actives,3,4,4,344,True
217,0,Champions,3,3,3,333,False
218,0,Champions,5,5,5,555,True
219,3,Loyal Actives,4,5,5,455,True
220,0,Champions,2,3,3,233,True
221,3,Loyal Actives,4,3,4,434,True
222,3,Loyal Actives,4,3,4,434,True
223,3,Loyal Actives,5,3,3,533,False
224,3,Loyal Actives,3,3,3,333,False
225,2,Declining,2,2,1,221,False
226,2,Declining,2,1,1,211,False
227,3,Loyal Actives,5,4,2,542,False
228,2,Declining,2,3,4,234,False
229,2,Declining,1,2,2,122,False
230,3,Loyal Actives,5,5,4,554,True
232,0,Champions,3,5,5,355,True
233,2,Declining,3,1,1,311,False
234,1,Truly Lapsed,1,1,1,111,False
235,3,Loyal Actives,4,4,5,445,True
236,2,Declining,4,1,2,412,False
237,1,Truly Lapsed,1,1,1,111,False
238,2,Declining,3,1,1,311,False
239,3,Loyal Actives,3,5,4,354,True
241,2,Declining,1,1,1,111,False
242,3,Loyal Actives,4,3,4,434,True
243,0,Champions,3,5,5,355,True
244,3,Loyal Actives,3,2,3,323,False
245,0,Champions,4,2,3,423,False
246,3,Loyal Actives,4,2,2,422,False
247,3,Loyal Actives,3,3,3,333,False
248,3,Loyal Actives,3,3,4,334,True
249,3,Loyal Actives,3,4,4,344,True
250,3,Loyal Actives,4,4,5,445,True
251,3,Loyal Actives,3,3,3,333,False
252,1,Truly Lapsed,1,1,1,111,False
253,3,Loyal Actives,3,5,5,355,True
254,2,Declining,3,2,1,321,False
255,2,Declining,3,1,1,311,False
256,3,Loyal Actives,2,3,5,235,True
257,3,Loyal Actives,3,4,4,344,True
258,3,Loyal Actives,4,5,3,453,False
259,3,Loyal Actives,2,3,2,232,False
260,2,Declining,2,1,1,211,False
261,1,Truly Lapsed,1,2,2,122,False
262,3,Loyal Actives,5,4,4,544,False
263,3,Loyal Actives,5,5,5,555,True
264,3,Loyal Actives,2,3,3,233,True
265,2,Declining,1,2,3,123,False
266,3,Loyal Actives,2,2,3,223,False
267,2,Declining,3,1,1,311,False
268,2,Declining,2,2,2,222,False
269,2,Declining,3,2,2,322,False
270,2,Declining,1,2,2,122,False
271,2,Declining,3,2,1,321,False
273,3,Loyal Actives,5,5,4,554,False
274,2,Declining,2,1,1,211,False
275,0,Champions,5,5,5,555,False
276,0,Champions,5,5,5,555,True
277,2,Declining,3,1,2,312,False
278,2,Declining,2,3,3,233,False
279,0,Champions,3,3,3,333,False
280,0,Champions,2,4,3,243,False
281,3,Loyal Actives,2,3,2,232,True
282,3,Loyal Actives,5,4,4,544,True
283,3,Loyal Actives,4,3,5,435,True
284,1,Truly Lapsed,1,1,1,111,False
285,3,Loyal Actives,5,5,4,554,False
286,2,Declining,2,2,2,222,False
287,3,Loyal Actives,5,5,4,554,False
288,0,Champions,2,3,3,233,False
289,3,Loyal Actives,5,5,5,555,True
290,3,Loyal Actives,5,5,5,555,True
291,3,Loyal Actives,3,3,4,334,False
292,2,Declining,2,2,1,221,False
293,3,Loyal Actives,2,4,4,244,False
294,3,Loyal Actives,5,5,4,554,True
295,1,Truly Lapsed,1,1,1,111,False
296,0,Champions,2,1,1,211,False
297,3,Loyal Actives,5,4,4,544,False
299,1,Truly Lapsed,1,1,1,111,False
300,3,Loyal Actives,4,4,4,444,True
301,3,Loyal Actives,4,3,5,435,True
302,3,Loyal Actives,5,4,3,543,True
303,3,Loyal Actives,3,5,5,355,False
304,0,Champions,5,5,5,555,True
305,3,Loyal Actives,4,4,4,444,False
306,0,Champions,5,5,5,555,True
307,3,Loyal Actives,4,5,4,454,False
308,3,Loyal Actives,4,4,3,443,False
309,2,Declining,2,1,3,213,True
311,2,Declining,2,2,2,222,False
312,2,Declining,1,2,3,123,False
314,2,Declining,3,2,4,324,True
315,1,Truly Lapsed,2,1,1,211,False
316,3,Loyal Actives,4,2,2,422,False
317,3,Loyal Actives,3,2,5,325,True
318,2,Declining,1,3,2,132,False
319,0,Champions,2,4,4,244,True
320,2,Declining,4,1,1,411,False
321,3,Loyal Actives,3,4,5,345,True
322,2,Declining,1,2,3,123,False
323,1,Truly Lapsed,1,1,1,111,False
324,0,Champions,5,4,5,545,True
325,3,Loyal Actives,5,3,3,533,True
326,2,Declining,5,1,1,511,False
327,1,Truly Lapsed,1,1,1,111,False
328,3,Loyal Actives,4,5,5,455,False
329,3,Loyal Actives,3,4,4,344,True
330,0,Champions,1,5,3,153,False
331,2,Declining,1,3,3,133,False
332,3,Loyal Actives,4,4,5,445,True
333,2,Declining,1,2,2,122,False
334,3,Loyal Actives,4,5,4,454,True
335,3,Loyal Actives,4,4,4,444,False
336,0,Champions,1,4,4,144,False
337,2,Declining,1,3,2,132,False
338,3,Loyal Actives,5,5,3,553,False
339,3,Loyal Actives,4,3,3,433,False
340,2,Declining,2,1,2,212,False
341,2,Declining,2,1,1,211,False
342,3,Loyal Actives,2,2,3,223,False
343,2,Declining,5,3,2,532,False
344,2,Declining,2,1,2,212,False
345,3,Loyal Actives,3,5,5,355,False
346,3,Loyal Actives,4,4,5,445,True
347,2,Declining,5,1,1,511,False
348,3,Loyal Actives,4,5,4,454,False
349,2,Declining,3,1,2,312,False
350,0,Champions,3,3,3,333,True
351,3,Loyal Actives,4,5,5,455,True
353,3,Loyal Actives,3,4,4,344,True
354,3,Loyal Actives,5,4,5,545,True
355,1,Truly Lapsed,1,1,1,111,False
356,0,Champions,5,5,4,554,False
357,3,Loyal Actives,4,2,3,423,False
358,3,Loyal Actives,5,5,5,555,True
360,2,Declining,1,2,1,121,False
361,3,Loyal Actives,3,5,5,355,True
362,3,Loyal Actives,3,3,3,333,True
363,1,Truly Lapsed,1,1,1,111,False
364,3,Loyal Actives,3,3,3,333,False
365,3,Loyal Actives,3,4,5,345,False
366,2,Declining,1,2,1,121,False
367,3,Loyal Actives,4,4,5,445,True
368,2,Declining,3,1,1,311,False
369,2,Declining,2,2,2,222,False
370,1,Truly Lapsed,1,4,4,144,True
371,3,Loyal Actives,4,5,5,455,True
372,1,Truly Lapsed,1,1,1,111,False
373,1,Truly Lapsed,1,1,1,111,False
374,3,Loyal Actives,4,4,5,445,False
375,2,Declining,3,1,1,311,False
376,3,Loyal Actives,5,5,4,554,False
377,3,Loyal Actives,4,4,3,443,True
378,3,Loyal Actives,4,5,4,454,True
380,3,Loyal Actives,3,4,5,345,False
381,3,Loyal Actives,5,3,3,533,True
382,2,Declining,1,1,1,111,False
383,3,Loyal Actives,2,4,5,245,True
384,3,Loyal Actives,4,3,4,434,False
385,2,Declining,3,2,4,324,True
386,3,Loyal Actives,5,5,4,554,True
387,3,Loyal Actives,1,4,5,145,True
388,3,Loyal Actives,3,2,2,322,False
389,3,Loyal Actives,5,5,5,555,True
390,3,Loyal Actives,4,3,3,433,True
391,2,Declining,1,3,3,133,True
392,3,Loyal Actives,3,4,5,345,True
393,3,Loyal Actives,5,5,4,554,False
394,3,Loyal Actives,4,3,3,433,False
395,3,Loyal Actives,4,3,2,432,True
396,3,Loyal Actives,5,4,3,543,False
397,0,Champions,4,5,5,455,False
398,0,Champions,2,4,3,243,False
399,1,Truly Lapsed,1,1,1,111,False
400,3,Loyal Actives,5,5,5,555,True
401,3,Loyal Actives,3,4,3,343,False
402,0,Champions,3,3,3,333,False
403,2,Declining,3,2,2,322,False
404,3,Loyal Actives,4,5,4,454,True
405,0,Champions,3,4,4,344,False
406,2,Declining,4,3,3,433,False
407,1,Truly Lapsed,1,2,1,121,False
408,3,Loyal Actives,3,3,4,334,False
409,0,Champions,3,4,4,344,True
410,3,Loyal Actives,2,4,2,242,True
411,3,Loyal Actives,4,5,5,455,True
412,3,Loyal Actives,3,4,3,343,True
413,0,Champions,5,5,5,555,True
414,3,Loyal Actives,5,5,4,554,False
415,2,Declining,1,1,1,111,False
416,2,Declining,1,1,2,112,False
417,3,Loyal Actives,5,3,4,534,True
418,3,Loyal Actives,5,5,5,555,True
419,3,Loyal Actives,3,2,3,323,False
420,3,Loyal Actives,4,2,2,422,False
421,0,Champions,4,4,4,444,False
422,2,Declining,2,1,2,212,False
423,1,Truly Lapsed,1,1,1,111,False
424,3,Loyal Actives,3,2,4,324,False
425,3,Loyal Actives,2,4,4,244,False
426,0,Champions,4,5,5,455,True
427,2,Declining,3,2,2,322,False
428,3,Loyal Actives,1,3,4,134,True
429,2,Declining,1,2,1,121,False
430,3,Loyal Actives,5,3,3,533,False
431,2,Declining,1,2,1,121,False
432,3,Loyal Actives,4,5,4,454,True
433,3,Loyal Actives,5,2,1,521,False
434,3,Loyal Actives,5,4,4,544,True
435,2,Declining,3,3,2,332,False
436,2,Declining,2,1,3,213,False
437,0,Champions,2,3,4,234,True
438,3,Loyal Actives,4,3,5,435,True
439,2,Declining,2,1,1,211,False
441,3,Loyal Actives,3,3,3,333,True
442,0,Champions,5,5,4,554,True
443,3,Loyal Actives,3,4,4,344,True
444,2,Declining,1,2,2,122,False
445,3,Loyal Actives,2,5,4,254,False
446,2,Declining,3,2,1,321,False
447,3,Loyal Actives,3,3,2,332,False
448,3,Loyal Actives,5,2,1,521,False
449,2,Declining,3,1,1,311,False
450,3,Loyal Actives,5,3,2,532,False
451,3,Loyal Actives,3,5,3,353,True
452,1,Truly Lapsed,1,1,2,112,False
453,2,Declining,1,1,1,111,False
454,3,Loyal Actives,4,5,5,455,True
455,2,Declining,1,1,2,112,False
456,3,Loyal Actives,3,3,5,335,True
457,3,Loyal Actives,5,3,2,532,False
458,3,Loyal Actives,2,4,3,243,True
459,2,Declining,2,3,2,232,False
460,3,Loyal Actives,4,4,2,442,True
461,0,Champions,2,2,2,222,False
462,3,Loyal Actives,2,3,2,232,True
463,0,Champions,5,5,5,555,False
464,0,Champions,4,4,4,444,True
465,2,Declining,2,2,1,221,False
466,2,Declining,4,1,2,412,False
467,3,Loyal Actives,4,5,4,454,False
468,3,Loyal Actives,4,5,5,455,False
469,3,Loyal Actives,3,4,5,345,True
470,3,Loyal Actives,3,4,3,343,False
471,3,Loyal Actives,2,2,2,222,False
472,3,Loyal Actives,1,3,5,135,False
473,0,Champions,4,3,4,434,True
474,2,Declining,4,2,3,423,False
475,3,Loyal Actives,3,2,2,322,False
476,2,Declining,3,2,2,322,False
477,0,Champions,4,2,1,421,False
478,2,Declining,1,1,1,111,False
479,3,Loyal Actives,5,3,2,532,False
480,0,Champions,2,3,3,233,False
481,3,Loyal Actives,5,1,2,512,False
482,3,Loyal Actives,3,3,2,332,False
483,3,Loyal Actives,3,4,4,344,True
484,3,Loyal Actives,3,4,4,344,True
485,0,Champions,4,4,4,444,True
486,2,Declining,2,2,2,222,False
487,1,Truly Lapsed,1,1,1,111,False
488,2,Declining,3,1,1,311,False
489,0,Champions,5,5,5,555,True
490,3,Loyal Actives,3,3,4,334,True
491,0,Champions,3,4,4,344,True
492,0,Champions,2,4,5,245,True
493,3,Loyal Actives,5,5,5,555,True
495,3,Loyal Actives,3,3,4,334,False
496,1,Truly Lapsed,1,1,1,111,False
497,2,Declining,3,2,1,321,False
498,2,Declining,2,3,2,232,False
499,1,Truly Lapsed,1,1,1,111,False
500,1,Truly Lapsed,1,1,1,111,False
501,2,Declining,2,1,2,212,False
502,2,Declining,2,2,3,223,False
503,3,Loyal Actives,5,4,4,544,False
504,2,Declining,1,1,2,112,False
505,1,Truly Lapsed,3,1,1,311,False
506,2,Declining,2,2,2,222,False
507,2,Declining,2,2,2,222,False
508,2,Declining,2,2,2,222,False
509,2,Declining,1,1,1,111,False
510,0,Champions,5,5,5,555,True
511,0,Champions,5,5,5,555,False
513,3,Loyal Actives,3,4,5,345,True
514,3,Loyal Actives,5,3,3,533,False
515,3,Loyal Actives,4,3,3,433,False
516,2,Declining,1,1,1,111,False
517,3,Loyal Actives,4,4,4,444,False
518,3,Loyal Actives,5,5,5,555,True
519,2,Declining,2,1,1,211,False
520,3,Loyal Actives,3,3,3,333,False
521,3,Loyal Actives,3,2,2,322,False
523,0,Champions,4,5,5,455,True
524,2,Declining,2,2,2,222,False
525,2,Declining,5,2,1,521,False
526,0,Champions,4,5,4,454,True
527,3,Loyal Actives,3,4,4,344,True
528,2,Declining,3,1,1,311,False
529,1,Truly Lapsed,1,2,2,122,False
530,2,Declining,2,2,2,222,False
531,2,Declining,1,2,2,122,False
532,2,Declining,5,1,1,511,False
533,3,Loyal Actives,2,3,3,233,False
534,3,Loyal Actives,5,5,2,552,True
535,2,Declining,2,2,3,223,False
536,3,Loyal Actives,4,3,2,432,False
537,2,Declining,3,2,2,322,False
538,3,Loyal Actives,3,3,4,334,False
539,0,Champions,4,3,3,433,False
540,3,Loyal Actives,4,4,4,444,True
541,2,Declining,2,3,3,233,False
542,3,Loyal Actives,4,4,3,443,True
543,3,Loyal Actives,4,4,4,444,True
544,3,Loyal Actives,2,4,3,243,False
545,3,Loyal Actives,4,3,3,433,False
546,0,Champions,2,4,4,244,True
547,2,Declining,1,2,2,122,False
548,3,Loyal Actives,4,3,4,434,True
549,2,Declining,2,2,2,222,False
550,2,Declining,2,1,1,211,False
551,2,Declining,2,2,2,222,False
552,2,Declining,2,2,3,223,False
553,3,Loyal Actives,5,5,5,555,True
554,2,Declining,3,1,2,312,False
555,2,Declining,1,1,1,111,False
556,1,Truly Lapsed,1,1,1,111,False
557,2,Declining,1,2,2,122,False
558,3,Loyal Actives,1,4,3,143,False
559,1,Truly Lapsed,1,1,1,111,False
560,3,Loyal Actives,5,5,5,555,True
561,2,Declining,4,2,3,423,False
562,3,Loyal Actives,3,3,4,334,False
563,0,Champions,1,3,3,133,False
564,3,Loyal Actives,5,3,2,532,False
565,2,Declining,1,1,1,111,False
566,1,Truly Lapsed,1,2,2,122,False
567,3,Loyal Actives,4,5,4,454,True
568,3,Loyal Actives,5,5,5,555,False
569,3,Loyal Actives,1,3,4,134,True
570,2,Declining,2,2,2,222,False
571,2,Declining,1,1,2,112,False
572,1,Truly Lapsed,1,1,1,111,False
573,0,Champions,2,4,4,244,False
574,3,Loyal Actives,4,4,5,445,True
575,3,Loyal Actives,5,5,5,555,True
576,3,Loyal Actives,2,4,4,244,True
577,3,Loyal Actives,4,2,4,424,False
578,3,Loyal Actives,5,4,4,544,True
579,0,Champions,3,1,1,311,False
580,2,Declining,4,3,2,432,False
581,3,Loyal Actives,5,5,5,555,False
582,3,Loyal Actives,4,4,4,444,True
583,3,Loyal Actives,2,5,4,254,True
584,2,Declining,1,2,1,121,False
585,2,Declining,2,2,2,222,False
586,3,Loyal Actives,5,5,5,555,True
587,2,Declining,2,2,1,221,False
588,0,Champions,4,5,5,455,True
589,2,Declining,1,1,1,111,False
590,2,Declining,3,2,2,322,False
591,3,Loyal Actives,5,5,5,555,False
592,2,Declining,3,2,2,322,False
593,3,Loyal Actives,3,3,2,332,True
594,2,Declining,3,3,3,333,False
595,3,Loyal Actives,3,4,3,343,True
596,3,Loyal Actives,3,4,4,344,True
597,3,Loyal Actives,2,3,4,234,True
598,3,Loyal Actives,4,5,4,454,True
599,1,Truly Lapsed,3,1,1,311,False
600,0,Champions,5,5,5,555,False
601,0,Champions,2,3,5,235,True
602,0,Champions,4,3,4,434,False
603,0,Champions,4,3,2,432,False
604,3,Loyal Actives,3,2,3,323,False
605,0,Champions,3,4,5,345,True
606,3,Loyal Actives,5,3,4,534,True
607,2,Declining,1,3,2,132,True
608,3,Loyal Actives,3,5,5,355,True
609,3,Loyal Actives,2,5,3,253,True
610,1,Truly Lapsed,1,1,1,111,False
611,0,Champions,3,3,3,333,False
612,3,Loyal Actives,5,4,4,544,False
613,1,Truly Lapsed,1,1,1,111,False
614,3,Loyal Actives,4,4,4,444,True
615,0,Champions,2,1,1,211,False
616,1,Truly Lapsed,1,1,1,111,False
617,2,Declining,2,1,2,212,False
618,0,Champions,4,5,5,455,False
619,1,Truly Lapsed,1,1,1,111,False
620,1,Truly Lapsed,1,1,1,111,False
621,3,Loyal Actives,4,4,4,444,True
622,3,Loyal Actives,5,5,4,554,True
623,3,Loyal Actives,2,4,4,244,True
624,0,Champions,4,4,5,445,True
625,2,Declining,2,2,2,222,False
626,2,Declining,1,2,2,122,False
627,2,Declining,3,2,3,323,False
628,2,Declining,2,1,2,212,False
629,2,Declining,2,1,1,211,False
630,0,Champions,4,4,5,445,True
631,0,Champions,5,5,5,555,True
632,2,Declining,1,3,3,133,False
633,3,Loyal Actives,3,4,4,344,False
634,1,Truly Lapsed,1,2,3,123,False
635,2,Declining,2,1,1,211,False
636,3,Loyal Actives,4,5,5,455,False
637,3,Loyal Actives,4,4,4,444,False
638,0,Champions,5,5,5,555,False
639,2,Declining,1,4,2,142,False
640,1,Truly Lapsed,1,2,2,122,False
641,3,Loyal Actives,5,5,5,555,False
642,2,Declining,1,2,3,123,False
643,2,Declining,1,2,2,122,False
644,3,Loyal Actives,4,5,4,454,True
645,2,Declining,1,2,1,121,False
646,2,Declining,1,2,2,122,False
647,0,Champions,3,4,5,345,True
648,3,Loyal Actives,4,3,3,433,False
649,2,Declining,1,2,2,122,False
650,3,Loyal Actives,3,2,2,322,False
651,1,Truly Lapsed,1,1,1,111,False
652,2,Declining,3,2,2,322,False
653,0,Champions,3,5,5,355,False
654,3,Loyal Actives,5,4,3,543,False
655,3,Loyal Actives,5,2,3,523,False
656,3,Loyal Actives,2,4,5,245,False
657,2,Declining,1,1,1,111,False
658,3,Loyal Actives,4,2,2,422,False
659,2,Declining,3,1,2,312,False
660,3,Loyal Actives,5,5,5,555,True
661,3,Loyal Actives,5,5,5,555,True
662,2,Declining,2,2,2,222,False
663,3,Loyal Actives,5,4,4,544,False
664,3,Loyal Actives,5,2,2,522,False
665,2,Declining,2,1,1,211,False
666,3,Loyal Actives,2,4,2,242,False
667,0,Champions,3,3,2,332,False
668,2,Declining,3,2,2,322,False
669,3,Loyal Actives,2,4,5,245,False
670,3,Loyal Actives,4,5,5,455,True
671,0,Champions,5,4,4,544,True
672,3,Loyal Actives,4,3,3,433,True
673,3,Loyal Actives,3,2,2,322,False
674,3,Loyal Actives,3,4,5,345,False
675,0,Champions,5,5,4,554,True
676,3,Loyal Actives,4,5,5,455,False
677,2,Declining,1,2,2,122,False
678,0,Champions,1,2,1,121,False
679,3,Loyal Actives,5,5,5,555,False
680,3,Loyal Actives,4,4,4,444,True
681,3,Loyal Actives,3,2,3,323,False
682,0,Champions,1,5,4,154,True
683,1,Truly Lapsed,1,1,1,111,False
684,3,Loyal Actives,2,4,3,243,False
685,3,Loyal Actives,5,5,5,555,True
686,2,Declining,1,1,2,112,False
687,3,Loyal Actives,3,3,4,334,False
688,2,Declining,2,2,4,224,True
689,1,Truly Lapsed,1,1,1,111,False
690,3,Loyal Actives,5,5,4,554,True
691,2,Declining,2,2,3,223,False
692,0,Champions,3,4,4,344,True
693,3,Loyal Actives,3,5,5,355,True
694,2,Declining,4,2,1,421,False
695,0,Champions,5,5,5,555,True
696,0,Champions,4,5,5,455,True
697,0,Champions,1,3,3,133,False
698,3,Loyal Actives,3,3,2,332,False
699,0,Champions,2,4,5,245,True
700,3,Loyal Actives,5,2,4,524,False
701,3,Loyal Actives,4,2,4,424,False
702,0,Champions,4,5,5,455,False
703,0,Champions,2,5,5,255,False
704,1,Truly Lapsed,1,1,1,111,False
705,3,Loyal Actives,4,4,2,442,False
